 3.54  51
 11.60  9.67618E-01  0.00000E+00  -0.3739   8.7922  11.8949   0.4428   0.4558   0.5487  -0.0623   0.1136
 11.65  9.41344E-01  0.00000E+00  -0.3511   8.7891  11.9310   0.4194   0.4558   0.5380  -0.0623   0.1158
 11.70  9.15071E-01  0.00000E+00  -0.3283   8.7859  11.9664   0.3960   0.4558   0.5273  -0.0623   0.1182
 11.75  8.88798E-01  0.00000E+00  -0.3055   8.7828  12.0013   0.3726   0.4558   0.5166  -0.0623   0.1206
 11.80  8.62525E-01  0.00000E+00  -0.2827   8.7797  12.0354   0.3492   0.4558   0.5059  -0.0623   0.1232
 11.85  8.36252E-01  0.00000E+00  -0.2599   8.7766  12.0690   0.3257   0.4559   0.4951  -0.0623   0.1258
 11.90  8.09979E-01  0.00000E+00  -0.2371   8.7735  12.1020   0.3023   0.4559   0.4844  -0.0623   0.1286
 11.95  7.83706E-01  0.00000E+00  -0.2143   8.7704  12.1343   0.2789   0.4559   0.4737  -0.0623   0.1315
 12.00  7.57433E-01  0.00000E+00  -0.1915   8.7672  12.1659   0.2554   0.4559   0.4629  -0.0623   0.1345
 12.05  7.31160E-01  0.00000E+00  -0.1687   8.7641  12.1970   0.2320   0.4559   0.4522  -0.0623   0.1377
 12.10  7.04887E-01  0.00000E+00  -0.1460   8.7610  12.2274   0.2086   0.4559   0.4415  -0.0623   0.1411
 12.15  6.78614E-01  3.76288E-03  -0.1232   8.7579  12.2572   0.1851   0.4558   0.4307  -0.0623   0.1447
 12.20  6.52340E-01  8.24602E-03  -0.1004   8.7548  12.2864   0.1617   0.4558   0.4200  -0.0623   0.1484
 12.25  6.26067E-01  1.27292E-02  -0.0776   8.7517  12.3149   0.1383   0.4558   0.4094  -0.0623   0.1523
 12.30  5.99794E-01  1.72123E-02  -0.0548   8.7485  12.3428   0.1150   0.4557   0.3987  -0.0625   0.1567
 12.35  5.73521E-01  2.16955E-02  -0.0320   8.7454  12.3701   0.0916   0.4561   0.3881  -0.0620   0.1598
 12.40  5.47248E-01  2.61786E-02  -0.0092   8.7423  12.3967   0.0678   0.4552   0.3771  -0.0630   0.1672
 12.45  5.20975E-01  3.06617E-02   0.0136   8.7392  12.4227   0.0503   0.4569   0.3692  -0.0611   0.1654
