  3.540   12.360     -.098484     -.027440
  3.620   12.345     -.111784     -.029363
  3.700   12.330     -.126259     -.036724
  3.780   12.289     -.152205     -.055079
  3.860   12.210     -.195296     -.095751
  3.940   12.143     -.237227     -.132518
  4.020   12.054     -.293355     -.186550
  4.100   11.952     -.362653     -.259015
  4.180   11.800     -.437500     -.437500
